Venue,Status,Sender,h_index,academic_age,paper_domain,matching_country,replied,positive_reply
Science Advances,Unopened,pakistani_nyu,54.0,13.0,Physical Sciences,No Match,0,0.0
Nature Communications,Unopened,pakistani_lums,65.0,13.0,Physical Sciences,No Match,0,0.0
Scientific Reports,Unopened,nigerian,41.0,13.0,Health Sciences,No Match,0,0.0
Nature Communications,Opened,german,101.0,13.0,Physical Sciences,No Match,0,0.0
Scientific Reports,Opened,pakistani_lums,24.0,13.0,Physical Sciences,No Match,1,1.0
Nature Communications,Opened,pakistani_lums,52.0,13.0,Physical Sciences,No Match,0,0.0
Nature Communications,Opened,pakistani_nyu,27.0,12.0,Physical Sciences,No Match,0,0.0
Nature Communications,Opened,nigerian,87.0,13.0,Physical Sciences,No Match,0,0.0
Scientific Reports,Opened,pakistani_lums,5.0,3.0,Health Sciences,No Match,0,0.0
Nature Communications,Opened,nigerian,34.0,13.0,Physical Sciences,No Match,0,0.0
Scientific Reports,Unopened,german,1.0,1.0,Social Sciences,No Match,0,0.0
Scientific Reports,Unopened,german,23.0,13.0,Health Sciences,No Match,0,0.0
Scientific Reports,Unopened,german,20.0,11.0,Physical Sciences,No Match,0,0.0
Scientific Reports,Unopened,pakistani_nyu,3.0,9.0,Physical Sciences,No Match,0,0.0
Scientific Reports,Opened,german,7.0,13.0,Health Sciences,No Match,1,1.0
Nature Communications,Unopened,german,91.0,13.0,Physical Sciences,No Match,0,0.0
Scientific Reports,Unopened,pakistani_lums,17.0,13.0,Health Sciences,No Match,0,0.0
Scientific Reports,Unopened,pakistani_lums,18.0,13.0,Life Sciences,No Match,0,0.0
Scientific Reports,Opened,german,43.0,13.0,Life Sciences,No Match,1,0.0
Scientific Reports,Unopened,nigerian,5.0,7.0,Physical Sciences,No Match,0,0.0
Science Advances,Unopened,german,65.0,13.0,Life Sciences,Match German,0,0.0
Nature Communications,Unopened,pakistani_lums,12.0,13.0,Physical Sciences,No Match,0,0.0
Scientific Reports,Opened,pakistani_lums,43.0,13.0,Health Sciences,No Match,0,0.0
Scientific Reports,Opened,nigerian,59.0,13.0,Health Sciences,No Match,1,1.0
Scientific Reports,Opened,pakistani_lums,21.0,13.0,Physical Sciences,No Match,0,0.0
Nature Communications,Unopened,pakistani_nyu,58.0,13.0,Physical Sciences,No Match,0,0.0
Scientific Reports,Unopened,german,17.0,13.0,Health Sciences,No Match,0,0.0
Scientific Reports,Unopened,nigerian,84.0,13.0,Physical Sciences,No Match,0,0.0
Nature Communications,Unopened,nigerian,50.0,13.0,Life Sciences,No Match,0,0.0
Science Advances,Unopened,nigerian,,,,No Match,0,0.0
Scientific Reports,Unopened,pakistani_lums,38.0,13.0,Health Sciences,No Match,0,0.0
Nature Communications,Unopened,pakistani_nyu,49.0,13.0,Life Sciences,No Match,0,0.0
Nature Communications,Opened,pakistani_nyu,25.0,13.0,Health Sciences,No Match,1,1.0
Nature Communications,Opened,pakistani_lums,24.0,13.0,Life Sciences,No Match,0,1.0
Nature Communications,Unopened,german,92.0,13.0,Physical Sciences,No Match,0,0.0
Scientific Reports,Unopened,pakistani_nyu,4.0,12.0,Physical Sciences,No Match,0,0.0
Nature Communications,Opened,german,38.0,13.0,Life Sciences,No Match,1,1.0
Nature Communications,Opened,pakistani_lums,12.0,13.0,Life Sciences,No Match,0,0.0
Nature Communications,Opened,german,103.0,13.0,Physical Sciences,No Match,0,0.0
Scientific Reports,Unopened,pakistani_nyu,20.0,13.0,Health Sciences,No Match,0,0.0
Scientific Reports,Opened,german,1.0,1.0,Health Sciences,No Match,0,0.0
Scientific Reports,Opened,nigerian,2.0,13.0,Physical Sciences,No Match,0,0.0
Scientific Reports,Opened,pakistani_nyu,7.0,11.0,Physical Sciences,No Match,0,0.0
Scientific Reports,Opened,german,58.0,13.0,Life Sciences,No Match,0,0.0
Nature Communications,Opened,german,55.0,13.0,Health Sciences,No Match,0,0.0
Nature Communications,Opened,german,26.0,13.0,Physical Sciences,No Match,0,0.0
Nature Communications,Unopened,nigerian,25.0,13.0,Health Sciences,No Match,0,0.0
Nature Communications,Opened,pakistani_lums,61.0,13.0,Physical Sciences,No Match,0,0.0
Nature Communications,Opened,nigerian,15.0,13.0,Physical Sciences,No Match,0,0.0
Scientific Reports,Unopened,pakistani_nyu,11.0,13.0,Physical Sciences,No Match,0,0.0
Nature Communications,Unopened,nigerian,57.0,13.0,Physical Sciences,No Match,0,0.0
Nature Communications,Unopened,pakistani_nyu,39.0,13.0,Social Sciences,No Match,0,0.0
Nature Communications,Unopened,german,51.0,13.0,Physical Sciences,No Match,0,0.0
Nature Communications,Opened,pakistani_nyu,35.0,13.0,Physical Sciences,No Match,0,0.0
Science Advances,Opened,pakistani_lums,,,,No Match,0,0.0
Scientific Reports,Unopened,pakistani_nyu,6.0,8.0,Health Sciences,No Match,0,0.0
Nature Communications,Unopened,pakistani_nyu,26.0,13.0,Health Sciences,No Match,0,0.0
Nature Communications,Opened,nigerian,35.0,13.0,Health Sciences,No Match,1,0.0
Nature Communications,Unopened,pakistani_lums,18.0,13.0,Life Sciences,No Match,0,0.0
Scientific Reports,Unopened,pakistani_lums,,,,No Match,0,0.0
Scientific Reports,Opened,nigerian,29.0,13.0,Physical Sciences,No Match,0,0.0
Nature Communications,Opened,german,14.0,13.0,Health Sciences,No Match,0,0.0
Scientific Reports,Unopened,pakistani_nyu,15.0,13.0,Life Sciences,No Match,0,0.0
Science Advances,Opened,nigerian,30.0,13.0,Physical Sciences,No Match,0,0.0
Nature Communications,Unopened,pakistani_nyu,63.0,13.0,Physical Sciences,No Match,0,0.0
Nature Communications,Unopened,german,37.0,13.0,Physical Sciences,No Match,0,0.0
Scientific Reports,Opened,german,9.0,12.0,Health Sciences,No Match,0,0.0
Nature Communications,Opened,german,53.0,13.0,Physical Sciences,No Match,0,0.0
Nature Communications,Opened,nigerian,58.0,13.0,Physical Sciences,No Match,0,0.0
Nature,Unopened,pakistani_nyu,23.0,13.0,Social Sciences,No Match,0,0.0
Science Advances,Unopened,german,9.0,13.0,Health Sciences,No Match,0,0.0
Nature Communications,Opened,german,21.0,10.0,Health Sciences,No Match,0,0.0
Nature Communications,Unopened,pakistani_lums,85.0,13.0,Health Sciences,No Match,0,0.0
Scientific Reports,Unopened,pakistani_nyu,31.0,13.0,Health Sciences,No Match,0,0.0
Scientific Reports,Opened,pakistani_lums,9.0,13.0,Health Sciences,No Match,0,0.0
Nature Communications,Unopened,pakistani_lums,30.0,13.0,Life Sciences,No Match,0,0.0
Nature Communications,Unopened,pakistani_nyu,41.0,13.0,Physical Sciences,No Match,0,0.0
Nature Communications,Opened,nigerian,64.0,13.0,Physical Sciences,No Match,0,0.0
Nature Communications,Unopened,nigerian,19.0,13.0,Life Sciences,No Match,0,0.0
Nature Communications,Unopened,nigerian,20.0,13.0,Life Sciences,No Match,0,0.0
Nature Communications,Opened,german,14.0,13.0,Physical Sciences,No Match,1,1.0
Nature Communications,Unopened,pakistani_lums,40.0,13.0,Health Sciences,No Match,0,0.0
Nature Communications,Opened,german,16.0,13.0,Physical Sciences,No Match,0,0.0
Nature Communications,Unopened,nigerian,43.0,13.0,Health Sciences,No Match,0,0.0
Nature Communications,Unopened,pakistani_nyu,6.0,13.0,Physical Sciences,No Match,0,0.0
Nature Communications,Unopened,german,44.0,13.0,Physical Sciences,No Match,0,0.0
Scientific Reports,Unopened,nigerian,33.0,13.0,Health Sciences,No Match,0,0.0
Scientific Reports,Opened,nigerian,36.0,13.0,Life Sciences,No Match,0,0.0
Nature Communications,Opened,pakistani_nyu,68.0,13.0,Physical Sciences,No Match,0,0.0
Scientific Reports,Unopened,pakistani_lums,7.0,12.0,Physical Sciences,No Match,0,0.0
Nature Communications,Unopened,nigerian,50.0,13.0,Physical Sciences,No Match,0,0.0
Nature Communications,Unopened,nigerian,5.0,10.0,Life Sciences,No Match,0,0.0
Nature Communications,Opened,pakistani_nyu,57.0,13.0,Life Sciences,No Match,0,0.0
Nature Human Behaviour,Opened,nigerian,42.0,13.0,Social Sciences,No Match,0,0.0
Scientific Reports,Unopened,pakistani_lums,13.0,13.0,Life Sciences,No Match,0,0.0
Scientific Reports,Opened,german,26.0,13.0,Physical Sciences,No Match,1,0.0
Scientific Reports,Unopened,nigerian,13.0,8.0,Social Sciences,No Match,0,0.0
Scientific Reports,Opened,pakistani_nyu,56.0,13.0,Health Sciences,No Match,0,0.0
Nature Communications,Unopened,german,24.0,13.0,Physical Sciences,No Match,0,0.0
Scientific Reports,Opened,nigerian,1.0,1.0,Physical Sciences,No Match,0,0.0
Nature Communications,Opened,german,18.0,13.0,Physical Sciences,No Match,0,0.0
Scientific Reports,Unopened,german,8.0,13.0,Physical Sciences,No Match,0,0.0
Scientific Reports,Opened,nigerian,8.0,13.0,Physical Sciences,No Match,0,0.0
Nature Communications,Opened,pakistani_nyu,36.0,13.0,Physical Sciences,No Match,0,0.0
Scientific Reports,Unopened,pakistani_lums,,,,No Match,0,0.0
Scientific Reports,Opened,pakistani_lums,7.0,10.0,Physical Sciences,No Match,0,0.0
Scientific Reports,Unopened,pakistani_lums,3.0,8.0,Physical Sciences,No Match,0,0.0
Scientific Reports,Unopened,nigerian,36.0,13.0,Physical Sciences,No Match,0,0.0
Nature Communications,Unopened,german,15.0,13.0,Life Sciences,No Match,0,0.0
Scientific Reports,Opened,pakistani_nyu,32.0,13.0,Physical Sciences,No Match,1,0.0
Nature Communications,Unopened,german,24.0,13.0,Life Sciences,No Match,0,0.0
Nature Communications,Unopened,pakistani_lums,45.0,13.0,Health Sciences,No Match,0,0.0
Nature Communications,Opened,german,,,,No Match,1,1.0
Nature Communications,Opened,nigerian,49.0,13.0,Physical Sciences,No Match,0,0.0
Nature Communications,Unopened,nigerian,,,,No Match,0,0.0
Scientific Reports,Unopened,german,7.0,13.0,Life Sciences,Match German,0,0.0
Scientific Reports,Unopened,pakistani_nyu,7.0,10.0,Health Sciences,No Match,0,0.0
Nature Communications,Opened,nigerian,51.0,13.0,Physical Sciences,No Match,1,0.0
Science Advances,Unopened,pakistani_nyu,7.0,8.0,Life Sciences,No Match,0,0.0
Science Advances,Unopened,nigerian,10.0,8.0,Physical Sciences,No Match,0,0.0
Nature Communications,Unopened,nigerian,50.0,13.0,Life Sciences,No Match,0,0.0
Nature Communications,Unopened,pakistani_lums,56.0,13.0,Physical Sciences,No Match,0,0.0
Scientific Reports,Opened,pakistani_lums,31.0,13.0,Health Sciences,No Match,0,0.0
Science Advances,Opened,german,,,,No Match,0,1.0
Nature Communications,Opened,german,76.0,13.0,Life Sciences,No Match,0,1.0
Nature Communications,Unopened,pakistani_lums,87.0,13.0,Physical Sciences,No Match,0,0.0
Scientific Reports,Opened,nigerian,33.0,13.0,Life Sciences,No Match,0,0.0
Nature Communications,Unopened,german,55.0,13.0,Life Sciences,No Match,0,0.0
Scientific Reports,Opened,nigerian,8.0,12.0,Physical Sciences,Match Nigerian,0,0.0
Science Advances,Opened,german,12.0,13.0,Health Sciences,No Match,0,0.0
Nature Communications,Unopened,german,26.0,13.0,Physical Sciences,No Match,0,0.0
Nature Communications,Opened,pakistani_lums,93.0,13.0,Physical Sciences,No Match,0,0.0
Nature Communications,Opened,pakistani_lums,43.0,13.0,Physical Sciences,No Match,0,0.0
Nature Communications,Opened,german,10.0,13.0,Health Sciences,No Match,1,0.0
Scientific Reports,Opened,nigerian,27.0,13.0,Life Sciences,No Match,0,0.0
Scientific Reports,Opened,pakistani_lums,8.0,7.0,Physical Sciences,No Match,0,0.0
Nature Communications,Opened,nigerian,14.0,13.0,Life Sciences,No Match,1,0.0
Scientific Reports,Opened,german,22.0,13.0,Life Sciences,No Match,0,0.0
Nature Communications,Opened,pakistani_nyu,24.0,13.0,Health Sciences,No Match,0,0.0
Scientific Reports,Unopened,pakistani_nyu,8.0,6.0,Physical Sciences,No Match,0,0.0
Science Advances,Opened,pakistani_nyu,36.0,13.0,Life Sciences,No Match,0,0.0
Nature Communications,Unopened,german,86.0,13.0,Physical Sciences,No Match,0,0.0
Scientific Reports,Opened,nigerian,5.0,12.0,Life Sciences,No Match,0,0.0
Scientific Reports,Opened,pakistani_lums,27.0,13.0,Social Sciences,No Match,0,0.0
Scientific Reports,Opened,nigerian,7.0,9.0,Physical Sciences,No Match,0,0.0
Nature Communications,Unopened,german,1.0,3.0,Health Sciences,No Match,0,0.0
Scientific Reports,Opened,german,47.0,13.0,Health Sciences,No Match,0,0.0
Nature Communications,Opened,nigerian,27.0,13.0,Physical Sciences,No Match,0,0.0
Scientific Reports,Unopened,nigerian,28.0,13.0,Physical Sciences,No Match,0,0.0
Nature Communications,Unopened,nigerian,71.0,13.0,Physical Sciences,No Match,0,0.0
Scientific Reports,Opened,pakistani_nyu,41.0,13.0,Health Sciences,No Match,1,0.0
Nature Communications,Unopened,pakistani_lums,4.0,5.0,Physical Sciences,No Match,0,0.0
Scientific Reports,Unopened,german,12.0,13.0,Physical Sciences,No Match,0,0.0
Scientific Reports,Unopened,pakistani_lums,6.0,11.0,Physical Sciences,No Match,0,0.0
Nature Communications,Unopened,german,35.0,13.0,Health Sciences,No Match,0,0.0
Scientific Reports,Unopened,pakistani_lums,41.0,13.0,Physical Sciences,Match Asian,0,0.0
Scientific Reports,Unopened,pakistani_lums,,,,No Match,0,0.0
Scientific Reports,Unopened,nigerian,18.0,13.0,Health Sciences,No Match,0,0.0
Nature Communications,Unopened,nigerian,15.0,13.0,Life Sciences,No Match,0,0.0
Nature Communications,Unopened,nigerian,4.0,8.0,Life Sciences,No Match,0,0.0
Scientific Reports,Opened,pakistani_lums,35.0,13.0,Health Sciences,No Match,0,0.0
Nature Communications,Unopened,pakistani_lums,21.0,13.0,Health Sciences,No Match,0,0.0
Nature Communications,Opened,pakistani_nyu,11.0,13.0,Physical Sciences,No Match,0,0.0
Nature Communications,Opened,pakistani_nyu,116.0,13.0,Physical Sciences,No Match,0,0.0
Nature Communications,Opened,german,29.0,13.0,Physical Sciences,No Match,1,1.0
Nature Communications,Opened,pakistani_nyu,59.0,13.0,Physical Sciences,No Match,0,0.0
Science Advances,Unopened,pakistani_lums,62.0,13.0,Life Sciences,No Match,0,0.0
Nature Communications,Opened,german,43.0,13.0,Health Sciences,No Match,0,1.0
Nature Communications,Unopened,pakistani_nyu,16.0,13.0,Physical Sciences,No Match,0,0.0
Scientific Reports,Opened,pakistani_nyu,4.0,13.0,Life Sciences,No Match,1,0.0
Nature Communications,Opened,nigerian,,,,No Match,1,1.0
Nature Communications,Unopened,pakistani_nyu,34.0,13.0,Physical Sciences,No Match,0,0.0
Scientific Reports,Unopened,pakistani_lums,81.0,13.0,Health Sciences,No Match,0,0.0
Scientific Reports,Unopened,pakistani_lums,2.0,3.0,Physical Sciences,No Match,0,0.0
Nature Communications,Opened,german,77.0,13.0,Physical Sciences,No Match,0,0.0
Scientific Reports,Unopened,nigerian,5.0,13.0,Physical Sciences,No Match,0,0.0
Nature Communications,Opened,pakistani_nyu,73.0,13.0,Life Sciences,No Match,1,1.0
Nature Communications,Opened,german,19.0,13.0,Physical Sciences,Match German,1,1.0
Scientific Reports,Unopened,nigerian,,,,No Match,0,0.0
Scientific Reports,Unopened,german,73.0,13.0,Life Sciences,No Match,0,0.0
Scientific Reports,Unopened,pakistani_nyu,32.0,13.0,Health Sciences,Match Asian,0,0.0
Nature Communications,Opened,pakistani_lums,43.0,13.0,Life Sciences,No Match,1,1.0
Scientific Reports,Unopened,pakistani_nyu,9.0,12.0,Physical Sciences,No Match,0,0.0
Nature Communications,Unopened,nigerian,30.0,13.0,Life Sciences,No Match,0,0.0
Nature Communications,Unopened,pakistani_lums,46.0,13.0,Physical Sciences,No Match,0,0.0
Scientific Reports,Opened,german,12.0,13.0,Physical Sciences,No Match,0,0.0
Scientific Reports,Opened,pakistani_lums,13.0,13.0,Health Sciences,No Match,0,0.0
Science Advances,Opened,nigerian,37.0,13.0,Life Sciences,No Match,0,0.0
Nature Communications,Unopened,pakistani_nyu,38.0,13.0,Life Sciences,No Match,0,0.0
Nature Communications,Unopened,german,17.0,13.0,Physical Sciences,Match German,0,0.0
Nature Communications,Unopened,pakistani_nyu,15.0,13.0,Physical Sciences,No Match,0,0.0
Science Advances,Unopened,german,30.0,13.0,Health Sciences,No Match,0,0.0
Scientific Reports,Opened,pakistani_lums,2.0,13.0,Health Sciences,No Match,1,0.0
Scientific Reports,Unopened,pakistani_lums,16.0,13.0,Health Sciences,No Match,0,0.0
Scientific Reports,Opened,pakistani_nyu,27.0,13.0,Physical Sciences,No Match,0,0.0
Scientific Reports,Opened,nigerian,28.0,13.0,Life Sciences,No Match,0,0.0
Nature Communications,Unopened,pakistani_lums,44.0,13.0,Health Sciences,No Match,0,0.0
Scientific Reports,Unopened,german,28.0,13.0,Health Sciences,No Match,0,0.0
Scientific Reports,Unopened,pakistani_lums,15.0,13.0,Physical Sciences,No Match,0,0.0
Nature Communications,Opened,german,56.0,13.0,Physical Sciences,No Match,0,0.0
Scientific Reports,Unopened,german,11.0,13.0,Physical Sciences,No Match,0,0.0
Scientific Reports,Opened,nigerian,3.0,12.0,Life Sciences,No Match,1,1.0
Nature Communications,Unopened,german,30.0,13.0,Physical Sciences,No Match,0,0.0
Scientific Reports,Unopened,pakistani_nyu,2.0,11.0,Health Sciences,No Match,0,0.0
Science Advances,Unopened,german,37.0,13.0,Life Sciences,No Match,0,0.0
Nature Communications,Opened,nigerian,15.0,13.0,Physical Sciences,No Match,0,0.0
Nature Communications,Opened,pakistani_nyu,22.0,13.0,Physical Sciences,No Match,0,0.0
Scientific Reports,Opened,pakistani_lums,1.0,1.0,Health Sciences,No Match,0,0.0
Nature Communications,Opened,pakistani_lums,25.0,13.0,Life Sciences,No Match,1,1.0
Nature Communications,Opened,nigerian,32.0,13.0,Life Sciences,No Match,0,0.0
Science Advances,Unopened,pakistani_lums,81.0,13.0,Health Sciences,No Match,0,0.0
Nature Communications,Unopened,pakistani_lums,27.0,13.0,Life Sciences,No Match,0,0.0
Scientific Reports,Unopened,pakistani_nyu,33.0,13.0,Physical Sciences,No Match,0,0.0
Nature Communications,Unopened,pakistani_nyu,27.0,13.0,Physical Sciences,No Match,0,0.0
Nature Communications,Opened,pakistani_lums,11.0,10.0,Health Sciences,No Match,0,0.0
Scientific Reports,Unopened,pakistani_nyu,29.0,13.0,Health Sciences,No Match,0,0.0
Nature Communications,Opened,pakistani_lums,67.0,13.0,Physical Sciences,No Match,0,0.0
Nature Communications,Unopened,pakistani_nyu,86.0,13.0,Physical Sciences,No Match,0,0.0
Nature Communications,Unopened,nigerian,38.0,11.0,Physical Sciences,No Match,0,0.0
Scientific Reports,Unopened,pakistani_nyu,9.0,13.0,Social Sciences,No Match,0,0.0
Nature Communications,Opened,german,,,,No Match,1,1.0
Nature Communications,Opened,pakistani_nyu,16.0,13.0,Life Sciences,No Match,1,1.0
Nature Communications,Opened,pakistani_nyu,16.0,13.0,Physical Sciences,No Match,0,0.0
Scientific Reports,Opened,nigerian,,,,No Match,1,0.0
Scientific Reports,Opened,pakistani_lums,13.0,13.0,Health Sciences,No Match,0,0.0
Scientific Reports,Unopened,pakistani_nyu,20.0,13.0,Physical Sciences,No Match,0,0.0
Nature Communications,Unopened,german,18.0,9.0,Physical Sciences,No Match,0,0.0
Nature Communications,Opened,pakistani_lums,24.0,13.0,Physical Sciences,No Match,0,0.0
Nature Communications,Unopened,pakistani_nyu,15.0,13.0,Life Sciences,No Match,0,0.0
Scientific Reports,Unopened,pakistani_lums,12.0,13.0,Health Sciences,No Match,0,0.0
Nature Communications,Opened,pakistani_lums,48.0,13.0,Life Sciences,No Match,0,0.0
Nature Human Behaviour,Opened,nigerian,25.0,13.0,Life Sciences,No Match,0,0.0
Nature Communications,Unopened,nigerian,26.0,13.0,Life Sciences,No Match,0,0.0
Scientific Reports,Unopened,nigerian,19.0,13.0,Health Sciences,No Match,0,0.0
Nature Communications,Unopened,pakistani_lums,17.0,13.0,Physical Sciences,No Match,0,0.0
Scientific Reports,Opened,pakistani_nyu,4.0,5.0,Physical Sciences,No Match,0,0.0
Scientific Reports,Unopened,pakistani_lums,17.0,13.0,Life Sciences,No Match,0,0.0
Nature Communications,Unopened,pakistani_nyu,46.0,13.0,Life Sciences,No Match,0,0.0
Nature Communications,Opened,pakistani_nyu,48.0,13.0,Physical Sciences,No Match,0,0.0
