sender,sender_country,university_country,university_ranking,request_purpose,replied,paper_domain,h_index,academic_age
James Whitfield,England,England,High,journal article,0,Health Sciences,68.0,22.0
Kabelo Molefe,South Africa,South Africa,High,journal article,0,,28.0,22.0
Kabelo Molefe,South Africa,England,Low,final course project,0,Health Sciences,39.0,21.0
Kabelo Molefe,South Africa,England,Low,journal article,0,Life Sciences,42.0,23.0
Kabelo Molefe,South Africa,South Africa,High,journal article,0,Physical Sciences,206.0,
Kabelo Molefe,South Africa,South Africa,High,journal article,0,Physical Sciences,152.0,37.0
James Whitfield,England,England,Low,journal article,0,Life Sciences,96.0,35.0
James Whitfield,England,England,High,final course project,0,Life Sciences,7.0,23.0
James Whitfield,England,England,High,final course project,0,,,
Kabelo Molefe,South Africa,South Africa,Low,journal article,0,Life Sciences,46.0,
James Whitfield,England,England,High,journal article,0,Health Sciences,65.0,45.0
James Whitfield,England,England,High,final course project,0,Life Sciences,1.0,6.0
James Whitfield,England,England,Low,journal article,0,Physical Sciences,20.0,15.0
Kabelo Molefe,South Africa,South Africa,Low,final course project,0,Physical Sciences,23.0,48.0
James Whitfield,England,South Africa,High,journal article,0,Physical Sciences,107.0,34.0
James Whitfield,England,South Africa,Low,final course project,0,Life Sciences,53.0,
Kabelo Molefe,South Africa,South Africa,High,final course project,1,Life Sciences,41.0,31.0
Kabelo Molefe,South Africa,South Africa,High,final course project,0,Health Sciences,40.0,31.0
James Whitfield,England,South Africa,High,journal article,0,Life Sciences,25.0,33.0
James Whitfield,England,England,Low,final course project,1,Physical Sciences,255.0,
James Whitfield,England,England,Low,journal article,0,Life Sciences,62.0,
James Whitfield,England,England,High,journal article,0,Life Sciences,21.0,29.0
Kabelo Molefe,South Africa,South Africa,Low,journal article,0,Life Sciences,11.0,14.0
James Whitfield,England,England,High,final course project,0,Life Sciences,65.0,48.0
James Whitfield,England,England,High,journal article,0,Physical Sciences,16.0,13.0
James Whitfield,England,England,Low,final course project,0,Health Sciences,13.0,41.0
James Whitfield,England,England,High,journal article,0,Physical Sciences,51.0,39.0
James Whitfield,England,South Africa,Low,final course project,0,,,
James Whitfield,England,England,Low,final course project,0,Health Sciences,25.0,22.0
James Whitfield,England,South Africa,Low,journal article,0,Physical Sciences,23.0,21.0
James Whitfield,England,England,Low,final course project,0,Life Sciences,29.0,31.0
Kabelo Molefe,South Africa,South Africa,High,journal article,0,Health Sciences,25.0,23.0
Kabelo Molefe,South Africa,South Africa,High,journal article,0,Life Sciences,48.0,33.0
Kabelo Molefe,South Africa,England,Low,journal article,0,Physical Sciences,14.0,
James Whitfield,England,England,High,journal article,1,Health Sciences,56.0,
James Whitfield,England,South Africa,Low,journal article,0,Life Sciences,50.0,44.0
Kabelo Molefe,South Africa,South Africa,Low,journal article,0,Health Sciences,36.0,26.0
Kabelo Molefe,South Africa,South Africa,Low,journal article,0,Physical Sciences,19.0,
James Whitfield,England,England,Low,final course project,0,Life Sciences,64.0,37.0
James Whitfield,England,England,Low,journal article,0,Health Sciences,15.0,25.0
James Whitfield,England,South Africa,High,journal article,0,Health Sciences,28.0,46.0
Kabelo Molefe,South Africa,England,High,journal article,1,,27.0,46.0
James Whitfield,England,South Africa,High,journal article,0,Life Sciences,23.0,10.0
James Whitfield,England,South Africa,Low,final course project,0,Life Sciences,30.0,24.0
Kabelo Molefe,South Africa,England,High,journal article,1,Health Sciences,62.0,34.0
Kabelo Molefe,South Africa,England,Low,final course project,0,,51.0,23.0
James Whitfield,England,England,Low,final course project,0,Health Sciences,29.0,30.0
Kabelo Molefe,South Africa,England,Low,journal article,0,Physical Sciences,23.0,49.0
Kabelo Molefe,South Africa,South Africa,High,final course project,0,Life Sciences,35.0,26.0
James Whitfield,England,South Africa,Low,final course project,0,Physical Sciences,47.0,43.0
James Whitfield,England,England,High,journal article,0,Health Sciences,28.0,27.0
Kabelo Molefe,South Africa,South Africa,High,journal article,0,Physical Sciences,75.0,37.0
James Whitfield,England,South Africa,Low,final course project,1,Life Sciences,14.0,12.0
Kabelo Molefe,South Africa,South Africa,High,final course project,0,Life Sciences,46.0,33.0
James Whitfield,England,England,Low,final course project,0,Life Sciences,32.0,39.0
Kabelo Molefe,South Africa,England,Low,journal article,0,,74.0,30.0
Kabelo Molefe,South Africa,England,High,final course project,0,Physical Sciences,35.0,38.0
James Whitfield,England,England,Low,journal article,0,Life Sciences,54.0,
James Whitfield,England,South Africa,Low,final course project,0,Life Sciences,22.0,20.0
Kabelo Molefe,South Africa,South Africa,High,final course project,0,Physical Sciences,23.0,30.0
Kabelo Molefe,South Africa,England,Low,final course project,0,Life Sciences,19.0,13.0
Kabelo Molefe,South Africa,South Africa,High,journal article,0,Social Sciences,75.0,46.0
James Whitfield,England,England,Low,final course project,0,Life Sciences,36.0,21.0
Kabelo Molefe,South Africa,England,Low,journal article,0,Life Sciences,22.0,21.0
James Whitfield,England,England,Low,journal article,0,Life Sciences,18.0,
James Whitfield,England,England,Low,final course project,0,Life Sciences,32.0,
Kabelo Molefe,South Africa,South Africa,Low,journal article,0,Physical Sciences,117.0,29.0
Kabelo Molefe,South Africa,England,Low,final course project,0,Life Sciences,12.0,13.0
James Whitfield,England,England,Low,final course project,0,Health Sciences,22.0,37.0
James Whitfield,England,South Africa,Low,journal article,0,Physical Sciences,98.0,18.0
James Whitfield,England,South Africa,Low,journal article,0,Life Sciences,39.0,32.0
James Whitfield,England,South Africa,Low,journal article,1,Life Sciences,26.0,25.0
Kabelo Molefe,South Africa,South Africa,Low,final course project,0,,115.0,
Kabelo Molefe,South Africa,England,Low,journal article,0,,70.0,48.0
Kabelo Molefe,South Africa,South Africa,High,journal article,0,Life Sciences,21.0,23.0
James Whitfield,England,South Africa,High,journal article,0,Life Sciences,22.0,17.0
Kabelo Molefe,South Africa,England,Low,journal article,1,Life Sciences,84.0,42.0
James Whitfield,England,South Africa,Low,final course project,1,Physical Sciences,63.0,47.0
James Whitfield,England,South Africa,Low,final course project,0,Physical Sciences,24.0,25.0
James Whitfield,England,England,High,final course project,1,Physical Sciences,61.0,39.0
James Whitfield,England,England,High,journal article,0,Health Sciences,34.0,22.0
Kabelo Molefe,South Africa,South Africa,Low,journal article,0,Life Sciences,50.0,31.0
Kabelo Molefe,South Africa,South Africa,Low,final course project,0,Life Sciences,29.0,35.0
Kabelo Molefe,South Africa,England,High,final course project,0,Life Sciences,63.0,38.0
Kabelo Molefe,South Africa,England,High,journal article,1,Physical Sciences,22.0,20.0
Kabelo Molefe,South Africa,South Africa,High,journal article,0,Physical Sciences,85.0,46.0
James Whitfield,England,England,High,final course project,0,Health Sciences,115.0,
Kabelo Molefe,South Africa,South Africa,Low,journal article,0,Physical Sciences,73.0,37.0
James Whitfield,England,South Africa,High,journal article,0,Physical Sciences,54.0,
Kabelo Molefe,South Africa,South Africa,High,final course project,0,,127.0,32.0
James Whitfield,England,England,Low,journal article,0,Physical Sciences,191.0,31.0
James Whitfield,England,South Africa,Low,final course project,0,Physical Sciences,28.0,14.0
Kabelo Molefe,South Africa,South Africa,Low,final course project,0,Life Sciences,17.0,39.0
James Whitfield,England,England,High,final course project,0,Life Sciences,70.0,45.0
James Whitfield,England,South Africa,Low,final course project,0,Health Sciences,16.0,31.0
Kabelo Molefe,South Africa,South Africa,High,final course project,0,,20.0,21.0
Kabelo Molefe,South Africa,England,High,final course project,0,Physical Sciences,62.0,35.0
James Whitfield,England,South Africa,High,journal article,0,Life Sciences,10.0,14.0
James Whitfield,England,South Africa,High,journal article,0,Life Sciences,88.0,38.0
Kabelo Molefe,South Africa,South Africa,High,final course project,0,,23.0,24.0
James Whitfield,England,England,Low,journal article,0,Health Sciences,51.0,29.0
Kabelo Molefe,South Africa,South Africa,High,final course project,0,Life Sciences,35.0,35.0
Kabelo Molefe,South Africa,South Africa,Low,journal article,0,Life Sciences,48.0,23.0
Kabelo Molefe,South Africa,South Africa,Low,journal article,0,Physical Sciences,42.0,
James Whitfield,England,South Africa,Low,final course project,0,Life Sciences,27.0,
Kabelo Molefe,South Africa,South Africa,Low,journal article,0,Physical Sciences,71.0,28.0
Kabelo Molefe,South Africa,England,High,final course project,0,Life Sciences,96.0,35.0
Kabelo Molefe,South Africa,South Africa,High,final course project,0,Life Sciences,69.0,29.0
Kabelo Molefe,South Africa,England,High,journal article,1,Life Sciences,17.0,21.0
James Whitfield,England,South Africa,Low,journal article,0,Physical Sciences,29.0,25.0
James Whitfield,England,England,High,final course project,0,Physical Sciences,43.0,
Kabelo Molefe,South Africa,South Africa,High,journal article,0,Health Sciences,39.0,23.0
James Whitfield,England,South Africa,Low,journal article,0,Physical Sciences,56.0,21.0
Kabelo Molefe,South Africa,South Africa,High,journal article,0,Physical Sciences,29.0,17.0
James Whitfield,England,South Africa,Low,journal article,0,Health Sciences,16.0,24.0
Kabelo Molefe,South Africa,South Africa,Low,final course project,0,Health Sciences,27.0,47.0
James Whitfield,England,England,Low,journal article,0,Physical Sciences,88.0,37.0
James Whitfield,England,England,Low,journal article,0,,,
James Whitfield,England,South Africa,Low,journal article,1,Health Sciences,21.0,15.0
Kabelo Molefe,South Africa,South Africa,High,journal article,0,Life Sciences,86.0,36.0
Kabelo Molefe,South Africa,England,Low,journal article,0,Life Sciences,44.0,25.0
Kabelo Molefe,South Africa,England,Low,final course project,0,Physical Sciences,72.0,46.0
Kabelo Molefe,South Africa,South Africa,Low,journal article,0,Social Sciences,19.0,14.0
James Whitfield,England,England,Low,final course project,1,Health Sciences,66.0,19.0
Kabelo Molefe,South Africa,South Africa,High,final course project,0,Health Sciences,71.0,50.0
Kabelo Molefe,South Africa,England,Low,journal article,0,Physical Sciences,68.0,25.0
James Whitfield,England,South Africa,Low,journal article,0,Physical Sciences,21.0,24.0
Kabelo Molefe,South Africa,South Africa,Low,journal article,0,Health Sciences,103.0,46.0
Kabelo Molefe,South Africa,England,Low,journal article,0,Life Sciences,61.0,
James Whitfield,England,England,High,journal article,0,Health Sciences,8.0,13.0
Kabelo Molefe,South Africa,England,High,final course project,1,Physical Sciences,39.0,14.0
James Whitfield,England,South Africa,Low,final course project,0,,,
Kabelo Molefe,South Africa,South Africa,High,final course project,0,Health Sciences,19.0,18.0
James Whitfield,England,England,High,final course project,0,Physical Sciences,34.0,21.0
James Whitfield,England,South Africa,High,final course project,0,Physical Sciences,2.0,7.0
James Whitfield,England,England,Low,journal article,0,Life Sciences,25.0,24.0
James Whitfield,England,South Africa,High,journal article,0,Life Sciences,51.0,26.0
Kabelo Molefe,South Africa,South Africa,Low,final course project,0,Physical Sciences,56.0,41.0
James Whitfield,England,South Africa,High,journal article,0,Physical Sciences,27.0,22.0
Kabelo Molefe,South Africa,England,High,final course project,0,Life Sciences,25.0,21.0
James Whitfield,England,South Africa,High,journal article,0,Physical Sciences,28.0,12.0
James Whitfield,England,England,High,final course project,0,Health Sciences,34.0,25.0
Kabelo Molefe,South Africa,England,High,journal article,0,Health Sciences,32.0,25.0
James Whitfield,England,South Africa,Low,final course project,0,Physical Sciences,87.0,33.0
Kabelo Molefe,South Africa,England,Low,final course project,0,Life Sciences,41.0,37.0
Kabelo Molefe,South Africa,England,Low,final course project,0,Life Sciences,45.0,26.0
Kabelo Molefe,South Africa,England,High,journal article,1,Life Sciences,51.0,24.0
Kabelo Molefe,South Africa,South Africa,Low,final course project,0,Physical Sciences,122.0,45.0
James Whitfield,England,England,Low,final course project,0,Life Sciences,58.0,49.0
James Whitfield,England,South Africa,Low,final course project,0,Physical Sciences,67.0,
Kabelo Molefe,South Africa,England,High,final course project,0,,24.0,
Kabelo Molefe,South Africa,England,High,final course project,0,,,
Kabelo Molefe,South Africa,South Africa,Low,journal article,0,Life Sciences,31.0,31.0
Kabelo Molefe,South Africa,England,High,journal article,0,Life Sciences,43.0,47.0
Kabelo Molefe,South Africa,England,High,journal article,0,Physical Sciences,49.0,26.0
Kabelo Molefe,South Africa,South Africa,High,journal article,0,Physical Sciences,59.0,42.0
James Whitfield,England,South Africa,High,final course project,0,Life Sciences,33.0,27.0
Kabelo Molefe,South Africa,South Africa,High,journal article,0,Physical Sciences,30.0,17.0
James Whitfield,England,South Africa,Low,final course project,0,Life Sciences,26.0,21.0
Kabelo Molefe,South Africa,South Africa,High,journal article,0,Health Sciences,48.0,16.0
James Whitfield,England,England,High,final course project,0,Physical Sciences,22.0,20.0
James Whitfield,England,England,Low,journal article,0,Life Sciences,44.0,19.0
Kabelo Molefe,South Africa,South Africa,Low,journal article,0,Life Sciences,36.0,27.0
Kabelo Molefe,South Africa,England,High,final course project,0,Physical Sciences,68.0,
Kabelo Molefe,South Africa,South Africa,High,final course project,0,Physical Sciences,100.0,45.0
